,name,cost,address,org_name
1802,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. АТОЛЛОЗОН,"37,00",Красноярск Железнодорожный Ладо Кецховели 65а,Аптека «Аптека Эконом»
1803,ПАРАЦЕТАМОЛ-АЛЬТФАРМ 100МГ. №10 СУПП.РЕКТ. АЛЬТФАРМ,"42,00",Красноярск Железнодорожный Ладо Кецховели 65а,Аптека «Аптека Эконом»
1804,ПАРАЦЕТАМОЛ ДЕТСКИЙ 250МГ. №10 СУПП. ТУЛЬСКАЯ ФФ,"58,00",Красноярск Железнодорожный Ладо Кецховели 65а,Аптека «Аптека Эконом»
1805,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. АТОЛЛОЗОН,"71,00",Красноярск Железнодорожный Ладо Кецховели 65а,Аптека «Аптека Эконом»
1806,"ПАРАЦЕТАМОЛ-АКОС 2,4 120МГ5МЛ. 100МЛ. СУСП. ФЛ. (СИРОП) СИНТЕЗ","75,00",Красноярск Железнодорожный Ладо Кецховели 65а,Аптека «Аптека Эконом»
1807,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. ОБНОВЛЕНИЕ,"78,00",Красноярск Железнодорожный Ладо Кецховели 65а,Аптека «Аптека Эконом»
1808,ПАРАЦЕТАМОЛ ДЕТСКИЙ 120МГ5МЛ. 100Г. СУСП. КЛУБНИКА ФЛ. ФАРМСТАНДАРТ,"97,00",Красноярск Железнодорожный Ладо Кецховели 65а,Аптека «Аптека Эконом»
1809,ПАРАЦЕТАМОЛ 500МГ. №12 ТАБ.ШИП. ТУБА ОБНОВЛЕНИЕ,"134,00",Красноярск Железнодорожный Ладо Кецховели 65а,Аптека «Аптека Эконом»
1810,ПАРАЦЕТАМОЛ ДЕТСКИЙ 120МГ5МЛ. 200Г. СУСП. АПЕЛЬСИН ФЛ. ФАРМСТАНДАРТ,"154,00",Красноярск Железнодорожный Ладо Кецховели 65а,Аптека «Аптека Эконом»
1811,Парацетамол таб 500мг х 20 Фармстандарт (Фармстандарт),"28,00",Красноярск Центральный Ленина 128,Аптека «Я+Аптека»
1812,Парацетамол таб 500мг х 10 R (Обновление),"38,50",Красноярск Центральный Ленина 128,Аптека «Я+Аптека»
1813,Парацетамол таб 500мг х 20 R (Обновление),"73,50",Красноярск Центральный Ленина 128,Аптека «Я+Аптека»
1814,Парацетамол сусп ддетей 120мг5мл фл 100мл  Синтез (Синтез ОАО),"75,00",Красноярск Центральный Ленина 128,Аптека «Я+Аптека»
1815,Парацетамол детский сусп 120мг5мл фл 100мл клубника Фармстандарт (Фармстандарт),"91,00",Красноярск Центральный Ленина 128,Аптека «Я+Аптека»
1816,Парацетамол детский сусп 120мг5мл фл 200мл апельсин Фармстандарт (Фармстандарт),"144,00",Красноярск Центральный Ленина 128,Аптека «Я+Аптека»
1817,Парацетамол таб шип 500мг х 12 R (Обновление),"145,00",Красноярск Центральный Ленина 128,Аптека «Я+Аптека»
1818,Парацетамол таб 500мг х 20 Фармстандарт (Фармстандарт),"27,50",Красноярск Свердловский Парусная 8,Аптека «Я+Аптека»
1819,Парацетамол таб 500мг х 10 R (Обновление),"37,50",Красноярск Свердловский Парусная 8,Аптека «Я+Аптека»
1820,Парацетамол сусп ддетей 120мг5мл фл 100мл  Синтез (Синтез ОАО),"72,50",Красноярск Свердловский Парусная 8,Аптека «Я+Аптека»
1821,Парацетамол таб 500мг х 20 R (Обновление),"79,50",Красноярск Свердловский Парусная 8,Аптека «Я+Аптека»
1822,Парацетамол детский сусп 120мг5мл фл 100мл клубника Фармстандарт (Фармстандарт),"97,50",Красноярск Свердловский Парусная 8,Аптека «Я+Аптека»
1823,Парацетамол таб шип 500мг х 12 R (Обновление),"146,00",Красноярск Свердловский Парусная 8,Аптека «Я+Аптека»
1824,Парацетамол детский сусп 120мг5мл фл 200мл апельсин Фармстандарт (Фармстандарт),"156,00",Красноярск Свердловский Парусная 8,Аптека «Я+Аптека»
1825,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. ФАРМСТАНДАРТ,"11,00",Красноярск Кировский Павлова 33ж,Аптека «Дешевая аптека»
1826,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. ФАРМСТАНДАРТ,"26,00",Красноярск Кировский Павлова 33ж,Аптека «Дешевая аптека»
1827,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. ОБНОВЛЕНИЕ,"38,00",Красноярск Кировский Павлова 33ж,Аптека «Дешевая аптека»
1828,ПАРАЦЕТАМОЛ ВЕЛФАРМ 500МГ. №20 ТАБ. ВЕЛФАРМ,"63,00",Красноярск Кировский Павлова 33ж,Аптека «Дешевая аптека»
1829,"ПАРАЦЕТАМОЛ 2,4 120МГ5МЛ. 100МЛ. СУСП. ФЛ. СИНТЕЗ","68,00",Красноярск Кировский Павлова 33ж,Аптека «Дешевая аптека»
1830,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. RENEWAL,"76,00",Красноярск Кировский Павлова 33ж,Аптека «Дешевая аптека»
1831,ПАРАЦЕТАМОЛ ЭКСТРАТАБ 500МГ.+150МГ. №10 ТАБ.,"78,00",Красноярск Кировский Павлова 33ж,Аптека «Дешевая аптека»
1832,ПАРАЦЕТАМОЛ 500МГ. №12 ШИП.ТАБ. ОБНОВЛЕНИЕ,"127,00",Красноярск Кировский Павлова 33ж,Аптека «Дешевая аптека»
1833,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. ФАРМСТАНДАРТ,"11,00",Красноярск Советский Ястынская 19А,Аптека «Дешевая аптека»
1834,ПАРАЦЕТАМОЛ 200МГ. №10 ТАБ. ИРБИТСКИЙ,"17,00",Красноярск Советский Ястынская 19А,Аптека «Дешевая аптека»
1835,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. ФАРМСТАНДАРТ,"23,00",Красноярск Советский Ястынская 19А,Аптека «Дешевая аптека»
1836,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. ОБНОВЛЕНИЕ,"39,00",Красноярск Советский Ястынская 19А,Аптека «Дешевая аптека»
1837,ПАРАЦЕТАМОЛ-АЛЬТФАРМ 500МГ. №10 СУПП. РЕКТ. АЛЬТФАРМ,"57,00",Красноярск Советский Ястынская 19А,Аптека «Дешевая аптека»
1838,"ПАРАЦЕТАМОЛ 2,4 120МГ5МЛ. 100МЛ. СУСП. ФЛ. СИНТЕЗ","61,00",Красноярск Советский Ястынская 19А,Аптека «Дешевая аптека»
1839,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. RENEWAL,"76,00",Красноярск Советский Ястынская 19А,Аптека «Дешевая аптека»
1840,ПАРАЦЕТАМОЛ 24МГМЛ. 100МЛ. Р-Р ДПРИЕМА ВНУТРЬ КЛУБНИКА ФЛ. ТАТХИМФАРМ,"95,00",Красноярск Советский Ястынская 19А,Аптека «Дешевая аптека»
1841,"ПАРАЦЕТАМОЛ 2,4 120МГ5МЛ. 100Г. СУСП. КЛУБНИКА ФЛ. ФАРМСТАНДАРТ","100,00",Красноярск Советский Ястынская 19А,Аптека «Дешевая аптека»
1842,ПАРАЦЕТАМОЛ 120МГ5МЛ. 200Г. СУСП. АПЕЛЬСИН ФЛ. ФАРМСТАНДАРТ,"151,00",Красноярск Советский Ястынская 19А,Аптека «Дешевая аптека»
1843,ПАРАЦЕТАМОЛ 500МГ. №12 ШИП.ТАБ. ОБНОВЛЕНИЕ,"155,00",Красноярск Советский Ястынская 19А,Аптека «Дешевая аптека»
1844,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. ФАРМСТАНДАРТ,"11,00",Красноярск Свердловский Судостроительная 95,Аптека «Дешевая Аптека»
1845,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. ФАРМСТАНДАРТ,"26,00",Красноярск Свердловский Судостроительная 95,Аптека «Дешевая Аптека»
1846,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. ОБНОВЛЕНИЕ,"38,00",Красноярск Свердловский Судостроительная 95,Аптека «Дешевая Аптека»
1847,"ПАРАЦЕТАМОЛ 2,4 120МГ5МЛ. 100МЛ. СУСП. ФЛ. СИНТЕЗ","69,00",Красноярск Свердловский Судостроительная 95,Аптека «Дешевая Аптека»
1848,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. RENEWAL,"77,00",Красноярск Свердловский Судостроительная 95,Аптека «Дешевая Аптека»
1849,ПАРАЦЕТАМОЛ 500МГ. №12 ШИП.ТАБ. ОБНОВЛЕНИЕ,"152,00",Красноярск Свердловский Судостроительная 95,Аптека «Дешевая Аптека»
1850,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. ФАРМСТАНДАРТ,"19,00",Красноярск Центральный Парижской коммуны 14,Аптека «Дешевая Аптека»
1851,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. ОБНОВЛЕНИЕ,"38,00",Красноярск Центральный Парижской коммуны 14,Аптека «Дешевая Аптека»
1852,ПАРАЦЕТАМОЛ 25МГМЛ. 100МЛ. Р-Р ДПРИЕМА ВНУТРЬ ФЛ. РОЗЛЕКС,"51,00",Красноярск Центральный Парижской коммуны 14,Аптека «Дешевая Аптека»
1853,ПАРАЦЕТАМОЛ-АЛЬТФАРМ 500МГ. №10 СУПП. РЕКТ. АЛЬТФАРМ,"53,00",Красноярск Центральный Парижской коммуны 14,Аптека «Дешевая Аптека»
1854,"ПАРАЦЕТАМОЛ 2,4 120МГ5МЛ. 100МЛ. СУСП. ФЛ. СИНТЕЗ","74,00",Красноярск Центральный Парижской коммуны 14,Аптека «Дешевая Аптека»
1855,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. RENEWAL,"77,00",Красноярск Центральный Парижской коммуны 14,Аптека «Дешевая Аптека»
1856,"ПАРАЦЕТАМОЛ 2,4 120МГ5МЛ. 100Г. СУСП. КЛУБНИКА ФЛ. ФАРМСТАНДАРТ","98,00",Красноярск Центральный Парижской коммуны 14,Аптека «Дешевая Аптека»
1857,ПАРАЦЕТАМОЛ 120МГ5МЛ. 200Г. СУСП. АПЕЛЬСИН ФЛ. ФАРМСТАНДАРТ,"153,00",Красноярск Центральный Парижской коммуны 14,Аптека «Дешевая Аптека»
1858,ПАРАЦЕТАМОЛ 500МГ. №12 ШИП.ТАБ. ОБНОВЛЕНИЕ,"168,00",Красноярск Центральный Парижской коммуны 14,Аптека «Дешевая Аптека»
1859,Парацетамол табл. 500мг. №10 (Фармстандарт-Лексредства ОАО),"10,83",Красноярск Советский ​Партизана Железняка 61,Аптека «Аптека Вербена»
1860,Парацетамол табл. 500мг. №20 (Фармстандарт-Лексредства ОАО),"25,28",Красноярск Советский ​Партизана Железняка 61,Аптека «Аптека Вербена»
1861,Парацетамол детский (клубника) сусп. дприема внутрь 120мг5мл. фл. 100г (Фармстандарт-Лексредства ОАО),"89,51",Красноярск Советский ​Партизана Железняка 61,Аптека «Аптека Вербена»
1862,Парацетамол детский (апельсин) сусп. дприема внутрь 120мг5мл. фл. 200г (Фармстандарт-Лексредства ОАО),"150,19",Красноярск Советский ​Партизана Железняка 61,Аптека «Аптека Вербена»
1863,Парацетамол табл.шип. 500мг. №12 (Обновление ПФК ЗАО),"180,00",Красноярск Советский ​Партизана Железняка 61,Аптека «Аптека Вербена»
1864,Парацетамол табл. 500мг. №20 (Фармстандарт-Лексредства ОАО),"25,78",Красноярск Октябрьский ​Калинина 191,Аптека «Аптека Вербена»
1865,"Парацетамол -Альтфарм супп. рект. 0,25г №10 (Альтфарм ООО)","52,00",Красноярск Октябрьский ​Калинина 191,Аптека «Аптека Вербена»
1866,Парацетамол сусп. дприема внутрь детская фл. 100мл (Синтез АКО ОАО г.Курган),"74,41",Красноярск Октябрьский ​Калинина 191,Аптека «Аптека Вербена»
1867,Парацетамол Форте детский (банан) сусп. дприема внутрь 250мг5мл. фл. 100г (Фармстандарт-Лексредства ОАО),"153,97",Красноярск Октябрьский ​Калинина 191,Аптека «Аптека Вербена»
1868,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. ФАРМСТАНДАРТ,"11,00",Красноярск Октябрьский Курчатова 17Г,Аптека «Гармония здоровья»
1869,ПАРАЦЕТАМОЛ 200МГ. №10 ТАБ. ИРБИТСКИЙ,"17,00",Красноярск Октябрьский Курчатова 17Г,Аптека «Гармония здоровья»
1870,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. ФАРМСТАНДАРТ,"26,00",Красноярск Октябрьский Курчатова 17Г,Аптека «Гармония здоровья»
1871,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. ОБНОВЛЕНИЕ,"37,00",Красноярск Октябрьский Курчатова 17Г,Аптека «Гармония здоровья»
1872,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. RENEWAL,"74,00",Красноярск Октябрьский Курчатова 17Г,Аптека «Гармония здоровья»
1873,"ПАРАЦЕТАМОЛ 2,4 120МГ5МЛ. 100МЛ. СУСП. ФЛ. СИНТЕЗ","74,00",Красноярск Октябрьский Курчатова 17Г,Аптека «Гармония здоровья»
1874,"ПАРАЦЕТАМОЛ 2,4 120МГ5МЛ. 100Г. СУСП. КЛУБНИКА ФЛ. ФАРМСТАНДАРТ","94,00",Красноярск Октябрьский Курчатова 17Г,Аптека «Гармония здоровья»
1875,ПАРАЦЕТАМОЛ 120МГ5МЛ. 200Г. СУСП. АПЕЛЬСИН ФЛ. ФАРМСТАНДАРТ,"153,00",Красноярск Октябрьский Курчатова 17Г,Аптека «Гармония здоровья»
1876,ПАРАЦЕТАМОЛ 500МГ. №12 ШИП.ТАБ. ОБНОВЛЕНИЕ,"179,00",Красноярск Октябрьский Курчатова 17Г,Аптека «Гармония здоровья»
1877,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. ФАРМСТАНДАРТ,"11,00",Красноярск Свердловский Полтавская 38/22,Аптека «Гармония здоровья»
1878,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. ФАРМСТАНДАРТ,"26,00",Красноярск Свердловский Полтавская 38/22,Аптека «Гармония здоровья»
1879,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. ОБНОВЛЕНИЕ,"41,00",Красноярск Свердловский Полтавская 38/22,Аптека «Гармония здоровья»
1880,"ПАРАЦЕТАМОЛ 2,4 120МГ5МЛ. 100МЛ. СУСП. ФЛ. СИНТЕЗ","69,00",Красноярск Свердловский Полтавская 38/22,Аптека «Гармония здоровья»
1881,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. RENEWAL,"77,00",Красноярск Свердловский Полтавская 38/22,Аптека «Гармония здоровья»
1882,ПАРАЦЕТАМОЛ 500МГ. №12 ШИП.ТАБ. ОБНОВЛЕНИЕ,"202,00",Красноярск Свердловский Полтавская 38/22,Аптека «Гармония здоровья»
1883,"ПАРАЦЕТАМОЛ МЕДИСОРБ 0,5 N20 ТАБЛ (Медисорб)","36,00",Красноярск Советский Мате Залки 21,Аптека «Аптека Архимед»
1884,Парацетамол 500 МГ РЕНЕВАЛ № 20 таб. (Обновление АО ПФК),"78,00",Красноярск Советский Мате Залки 21,Аптека «Аптека Архимед»
1885,ПАРАЦЕТАМОЛ СУСП. КЛУБНИКА 100Г (Татхимфармпрепараты АО),"91,50",Красноярск Советский Мате Залки 21,Аптека «Аптека Архимед»
1886,"ПАРАЦЕТАМОЛ ЭКСТРАТАБ N10 ТАБЛ (Оболенское Фармацевтическое предприятие, ЗАО)","95,00",Красноярск Советский Мате Залки 21,Аптека «Аптека Архимед»
1887,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. ФАРМСТАНДАРТ,"26,00",Красноярск Железнодорожный Толстого 21,Аптека «Аптека Молекула»
1888,ПАРАЦЕТАМОЛ-АЛЬТФАРМ 250МГ. №10 СУПП. РЕКТ. АЛЬТФАРМ,"54,00",Красноярск Железнодорожный Толстого 21,Аптека «Аптека Молекула»
1889,ПАРАЦЕТАМОЛ 25МГМЛ. 100МЛ. Р-Р ДПРИЕМА ВНУТРЬ ФЛ. +МЕРН.СТАКАНЛОЖКА РОЗЛЕКС,"55,00",Красноярск Железнодорожный Толстого 21,Аптека «Аптека Молекула»
1890,ПАРАЦЕТАМОЛ 25МГМЛ. 100МЛ. Р-Р ДПРИЕМА ВНУТРЬ ФЛ. +МЕРН.СТАКАНЛОЖКА РОЗЛЕКС,"59,00",Красноярск Железнодорожный Толстого 21,Аптека «Аптека Молекула»
1891,ПАРАЦЕТАМОЛ-АКОС 120МГ5МЛ. 100МЛ. СУСП. ДПРИЕМА ВНУТРЬ ФЛ. СИНТЕЗ,"65,00",Красноярск Железнодорожный Толстого 21,Аптека «Аптека Молекула»
1892,ПАРАЦЕТАМОЛ ДЕТСКИЙ 120МГ5МЛ. 100МЛ. №1 СУСП. ДПРИЕМА ВНУТРЬ ДЕТ. ФЛ. КИРОВСКАЯ ФФ,"93,00",Красноярск Железнодорожный Толстого 21,Аптека «Аптека Молекула»
1893,ПАРАЦЕТАМОЛ ДЕТСКИЙ 120МГ5МЛ. 100МЛ. №1 СУСП. ДПРИЕМА ВНУТРЬ ДЕТ. ФЛ. КИРОВСКАЯ ФФ,"98,00",Красноярск Железнодорожный Толстого 21,Аптека «Аптека Молекула»
1894,ПАРАЦЕТАМОЛ ДЕТСКИЙ 120МГ5МЛ. 200Г. №1 СУСП. ДПРИЕМА ВНУТРЬ АПЕЛЬСИН ФЛ. ФАРМСТАНДАРТ,"156,00",Красноярск Железнодорожный Толстого 21,Аптека «Аптека Молекула»
1895,Парацетамол табл 500 мг уп яч конт x10,"12,40",Красноярск Свердловский Карамзина 13,Аптека «Аптека НИЗКИХ ЦЕН»
1896,Парацетамол  ФСТ табл 500 мг x20 Фармстандарт,"27,80",Красноярск Свердловский Карамзина 13,Аптека «Аптека НИЗКИХ ЦЕН»
1897,Парацетамол табл 500 мг x30,"44,80",Красноярск Свердловский Карамзина 13,Аптека «Аптека НИЗКИХ ЦЕН»
1898,Парацетамол детский супп рект 250 мг x10 Тульская ФФ,"48,00",Красноярск Свердловский Карамзина 13,Аптека «Аптека НИЗКИХ ЦЕН»
1899,Парацетамол-АКОС сусп вн прим 120 мг5 мл 100 мл x1,"63,80",Красноярск Свердловский Карамзина 13,Аптека «Аптека НИЗКИХ ЦЕН»
1900,Парацетамол Экстратаб табл 500 мг+150 мг x10,"66,00",Красноярск Свердловский Карамзина 13,Аптека «Аптека НИЗКИХ ЦЕН»
1901,Парацетамол табл 500 мг x20,"72,20",Красноярск Свердловский Карамзина 13,Аптека «Аптека НИЗКИХ ЦЕН»
1902,Парацетамол Велфарм табл 500 мг x20,"73,90",Красноярск Свердловский Карамзина 13,Аптека «Аптека НИЗКИХ ЦЕН»
1903,Парацетамол детский сусп вн прим клубника 120 мг5 мл 100 г x1,"89,30",Красноярск Свердловский Карамзина 13,Аптека «Аптека НИЗКИХ ЦЕН»
1904,Парацетамол Велфарм табл 500 мг x30,"102,60",Красноярск Свердловский Карамзина 13,Аптека «Аптека НИЗКИХ ЦЕН»
1905,Парацетамол ФортеКидс сусп вн прим банан 250 мг5 мл 80 мл x1,"149,30",Красноярск Свердловский Карамзина 13,Аптека «Аптека НИЗКИХ ЦЕН»
1906,Парацетамол детский сусп вн прим апельсин 120 мг5 мл 200 г x1,"156,60",Красноярск Свердловский Карамзина 13,Аптека «Аптека НИЗКИХ ЦЕН»
1907,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. ФАРМСТАНДАРТ,"11,00",Красноярск Свердловский 60 лет Октября 55,Аптека «Дешевая Аптека»
1908,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. ФАРМСТАНДАРТ,"24,00",Красноярск Свердловский 60 лет Октября 55,Аптека «Дешевая Аптека»
1909,ПАРАЦЕТАМОЛ 500МГ. №10 ТАБ. ОБНОВЛЕНИЕ,"38,00",Красноярск Свердловский 60 лет Октября 55,Аптека «Дешевая Аптека»
1910,ПАРАЦЕТАМОЛ 25МГМЛ. 100МЛ. Р-Р ДПРИЕМА ВНУТРЬ ФЛ. РОЗЛЕКС,"63,00",Красноярск Свердловский 60 лет Октября 55,Аптека «Дешевая Аптека»
1911,ПАРАЦЕТАМОЛ 500МГ. №20 ТАБ. RENEWAL,"70,00",Красноярск Свердловский 60 лет Октября 55,Аптека «Дешевая Аптека»
1912,"ПАРАЦЕТАМОЛ 2,4 120МГ5МЛ. 100МЛ. СУСП. ФЛ. СИНТЕЗ","73,00",Красноярск Свердловский 60 лет Октября 55,Аптека «Дешевая Аптека»
1913,"ПАРАЦЕТАМОЛ 2,4 120МГ5МЛ. 100Г. СУСП. КЛУБНИКА ФЛ. ФАРМСТАНДАРТ","92,00",Красноярск Свердловский 60 лет Октября 55,Аптека «Дешевая Аптека»
1914,ПАРАЦЕТАМОЛ 500МГ. №12 ШИП.ТАБ. ОБНОВЛЕНИЕ,"141,00",Красноярск Свердловский 60 лет Октября 55,Аптека «Дешевая Аптека»
1915,ПАРАЦЕТАМОЛ 120МГ5МЛ. 200Г. СУСП. АПЕЛЬСИН ФЛ. ФАРМСТАНДАРТ,"144,00",Красноярск Свердловский 60 лет Октября 55,Аптека «Дешевая Аптека»
1916,Парацетамол Медисорб таб. 500мг №20 (АО Медисорб),"25,00",Красноярск Центральный Ады Лебедевой 91,Аптека «Аптека ПРИМА-ФАРМ»
1917,"ПАРАЦЕТАМОЛ 0,5 N30 ТАБЛ (Медисорб (Пермь))","34,00",Красноярск Центральный Ады Лебедевой 91,Аптека «Аптека ПРИМА-ФАРМ»
1918,"ПАРАЦЕТАМОЛ 0,5 N12 ТУБА ТАБЛ ШИП (Обновление ПФК АО)","150,00",Красноярск Центральный Ады Лебедевой 91,Аптека «Аптека ПРИМА-ФАРМ»
1919,Парацетамол тб 500мг N 10,"11,60",Красноярск Советский 9 Мая 12/5,Аптека «Аптека от склада»
1920,Парацетамол тб 500мг N 20,"54,00",Красноярск Советский 9 Мая 12/5,Аптека «Аптека от склада»
1921,Парацетамол Велфарм тб 500 мг N 20,"69,60",Красноярск Советский 9 Мая 12/5,Аптека «Аптека от склада»
1922,Парацетамол детский суппозитории ректальные 250мг N 10,"74,50",Красноярск Советский 9 Мая 12/5,Аптека «Аптека от склада»
1923,Парацетамол сусп 120 мг5 мл 100 г клубничная N 1,"77,30",Красноярск Советский 9 Мая 12/5,Аптека «Аптека от склада»
1924,Парацетамол р-р дприема внутрь 24 мгмл клубничный 100 мл N 1,"95,10",Красноярск Советский 9 Мая 12/5,Аптека «Аптека от склада»
1925,Парацетамол тб 500мг N 20,"54,00",Красноярск Октябрьский Крупской 8,Аптека «Аптека от склада»
1926,Парацетамол Велфарм тб 500 мг N 20,"69,60",Красноярск Октябрьский Крупской 8,Аптека «Аптека от склада»
1927,Парацетамол детский суппозитории ректальные 250мг N 10,"74,50",Красноярск Октябрьский Крупской 8,Аптека «Аптека от склада»
1928,Парацетамол сусп 120 мг5 мл 100 г клубничная N 1,"77,30",Красноярск Октябрьский Крупской 8,Аптека «Аптека от склада»
1929,Парацетамол Озон тб 500мг N20,"81,50",Красноярск Октябрьский Крупской 8,Аптека «Аптека от склада»
1930,Парацетамол р-р дприема внутрь 24 мгмл клубничный 100 мл N 1,"95,10",Красноярск Октябрьский Крупской 8,Аптека «Аптека от склада»
1931,Парацетамол Реневал табл. 500мг. №20 (Обновление ПФК ЗАО),"77,39",Красноярск Советский 9 Мая 26/2,Аптека «Аптека Ангизия»
1932,Парацетамол сусп. дприема внутрь 120мг5мл. (детская) фл. 100мл. (Кировская фармацевтическая фабрика АО),"94,82",Красноярск Советский 9 Мая 26/2,Аптека «Аптека Ангизия»
1933,Парацетамол раствор. дприема внутрь 120мг5мл.фл 100мл. клубничный (Татхимфармпрепараты ОАО),"95,19",Красноярск Советский 9 Мая 26/2,Аптека «Аптека Ангизия»
1934,Парацетамол Реневал табл. шип. 500мг. №12 (Обновление ПФК АО),"161,00",Красноярск Советский 9 Мая 26/2,Аптека «Аптека Ангизия»
1935,ПАРАЦЕТАМОЛ 500мг N20 таб. Фармстандарт-Лексредства,"28,50",Красноярск Советский Партизана Железнякака 48Д,Аптека «Аптека ИП Мут ЕА»
1936,ПАРАЦЕТАМОЛ 25мгмл 100мл р-р дприема внутрь Розлекс Фарм ООО,"55,00",Красноярск Советский Партизана Железнякака 48Д,Аптека «Аптека ИП Мут ЕА»
1937,ПАРАЦЕТАМОЛ 24мгмл 100г суспензия ддетей Синтез,"77,00",Красноярск Советский Партизана Железнякака 48Д,Аптека «Аптека ИП Мут ЕА»
1938,ПАРАЦЕТАМОЛ РЕНЕВАЛ 500мг N20 таб. Обновление Реневал ПФК,"80,00",Красноярск Советский Партизана Железнякака 48Д,Аптека «Аптека ИП Мут ЕА»
1939,ПАРАЦЕТАМОЛ 24мгмл 100г суспензия ддетей Клубника Фармстандарт-Лексредства,"101,00",Красноярск Советский Партизана Железнякака 48Д,Аптека «Аптека ИП Мут ЕА»
1940,ПАРАЦЕТАМОЛ РЕНЕВАЛ 500мг N12 таб. шипучие Обновление Реневал ПФК,"142,00",Красноярск Советский Партизана Железнякака 48Д,Аптека «Аптека ИП Мут ЕА»
1941,ПАРАЦЕТАМОЛ 500мг N20 таб. Фармстандарт-Лексредства,"29,50",Красноярск Советский Петра Подзолкова 3и,Аптека «Аптека ИП Мут ЕА»
1942,ПАРАЦЕТАМОЛ 25мгмл 100мл р-р дприема внутрь Розлекс Фарм ООО,"56,00",Красноярск Советский Петра Подзолкова 3и,Аптека «Аптека ИП Мут ЕА»
1943,ПАРАЦЕТАМОЛ 24мгмл 100г суспензия ддетей Синтез,"77,00",Красноярск Советский Петра Подзолкова 3и,Аптека «Аптека ИП Мут ЕА»
1944,ПАРАЦЕТАМОЛ РЕНЕВАЛ 500мг N20 таб. Обновление Реневал ПФК,"81,00",Красноярск Советский Петра Подзолкова 3и,Аптека «Аптека ИП Мут ЕА»
1945,ПАРАЦЕТАМОЛ РЕНЕВАЛ 500мг N12 таб. шипучие Обновление Реневал ПФК,"142,00",Красноярск Советский Петра Подзолкова 3и,Аптека «Аптека ИП Мут ЕА»
1946,Парацетамол табл 500 мг уп яч конт x10,"12,40",Красноярск Свердловский 60 лет Октября 110а,Аптека «Аптека КРАЙ-ФАРМ»
1947,Парацетамол  ФСТ табл 500 мг x20 Фармстандарт,"29,80",Красноярск Свердловский 60 лет Октября 110а,Аптека «Аптека КРАЙ-ФАРМ»
1948,Парацетамол табл 500 мг x30,"44,80",Красноярск Свердловский 60 лет Октября 110а,Аптека «Аптека КРАЙ-ФАРМ»
1949,Парацетамол-Альтфарм супп рект 250 мг x10,"47,50",Красноярск Свердловский 60 лет Октября 110а,Аптека «Аптека КРАЙ-ФАРМ»
1950,Парацетамол детский супп рект 250 мг x10 Тульская ФФ,"48,00",Красноярск Свердловский 60 лет Октября 110а,Аптека «Аптека КРАЙ-ФАРМ»
1951,Парацетамол р-р дприема внутрь 25 мгмл 100 мл x1,"52,40",Красноярск Свердловский 60 лет Октября 110а,Аптека «Аптека КРАЙ-ФАРМ»
1952,Парацетамол Экстратаб табл 500 мг+150 мг x10,"66,00",Красноярск Свердловский 60 лет Октября 110а,Аптека «Аптека КРАЙ-ФАРМ»
1953,Парацетамол табл 500 мг x20,"72,20",Красноярск Свердловский 60 лет Октября 110а,Аптека «Аптека КРАЙ-ФАРМ»
1954,Парацетамол-АКОС сусп вн прим 120 мг5 мл 100 мл x1,"74,40",Красноярск Свердловский 60 лет Октября 110а,Аптека «Аптека КРАЙ-ФАРМ»
1955,Парацетамол Велфарм табл 500 мг x20,"77,00",Красноярск Свердловский 60 лет Октября 110а,Аптека «Аптека КРАЙ-ФАРМ»
